timestamp;buyer;seller;symbol;currency;price;quantity
29700;;SUBMISSION;KELP;SEASHELLS;2036;1
29700;SUBMISSION;;SQUID_INK;SEASHELLS;1883;4
29800;;SUBMISSION;DJEMBES;SEASHELLS;13410;5
29800;;SUBMISSION;SQUID_INK;SEASHELLS;1881;4
29800;;;KELP;SEASHELLS;2034;1
29800;;;SQUID_INK;SEASHELLS;1880;1
29900;;;KELP;SEASHELLS;2034;2
29900;;;SQUID_INK;SEASHELLS;1881;2
30000;SUBMISSION;;SQUID_INK;SEASHELLS;1883;2
30000;;;JAMS;SEASHELLS;6534;8
30000;;;KELP;SEASHELLS;2035;2
30100;SUBMISSION;;KELP;SEASHELLS;2034;3
30100;;;JAMS;SEASHELLS;6534;10
30100;;;SQUID_INK;SEASHELLS;1882;3
30300;;;KELP;SEASHELLS;2036;1
30300;;;SQUID_INK;SEASHELLS;1884;1
30400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;5
30500;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;5
30800;SUBMISSION;;JAMS;SEASHELLS;6534;9
30800;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10003;5
30800;;;CROISSANTS;SEASHELLS;4273;6
30800;;;RAINFOREST_RESIN;SEASHELLS;10003;11
30900;;SUBMISSION;CROISSANTS;SEASHELLS;4274;25
30900;;SUBMISSION;KELP;SEASHELLS;2036;1
30900;SUBMISSION;;SQUID_INK;SEASHELLS;1884;2
30900;;;DJEMBES;SEASHELLS;13416;4
30900;;;JAMS;SEASHELLS;6535;6
31000;;SUBMISSION;KELP;SEASHELLS;2036;1
31000;;;DJEMBES;SEASHELLS;13416;3
31000;;;JAMS;SEASHELLS;6533;9
31100;;SUBMISSION;CROISSANTS;SEASHELLS;4275;25
31200;;SUBMISSION;CROISSANTS;SEASHELLS;4275;25
31200;;;DJEMBES;SEASHELLS;13417;4
31300;;SUBMISSION;KELP;SEASHELLS;2036;1
31300;SUBMISSION;;KELP;SEASHELLS;2036;2
31300;;;KELP;SEASHELLS;2036;0
31300;;;SQUID_INK;SEASHELLS;1883;1
31400;;SUBMISSION;CROISSANTS;SEASHELLS;4275;25
31400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10004;6
31600;;;DJEMBES;SEASHELLS;13418;2
31700;;SUBMISSION;CROISSANTS;SEASHELLS;4277;25
31700;;SUBMISSION;KELP;SEASHELLS;2035;10
31700;;SUBMISSION;SQUID_INK;SEASHELLS;1884;5
31700;;;DJEMBES;SEASHELLS;13416;3
31700;;;KELP;SEASHELLS;2036;1
31700;;;SQUID_INK;SEASHELLS;1885;1
31800;;SUBMISSION;CROISSANTS;SEASHELLS;4277;25
31900;;SUBMISSION;CROISSANTS;SEASHELLS;4276;25
32000;;SUBMISSION;CROISSANTS;SEASHELLS;4276;25
32000;;SUBMISSION;KELP;SEASHELLS;2035;5
32000;;;KELP;SEASHELLS;2035;4
32000;;;SQUID_INK;SEASHELLS;1883;4
32100;;SUBMISSION;CROISSANTS;SEASHELLS;4276;25
32200;;SUBMISSION;KELP;SEASHELLS;2035;5
32200;;;KELP;SEASHELLS;2035;4
32300;;;DJEMBES;SEASHELLS;13415;1
32400;;SUBMISSION;CROISSANTS;SEASHELLS;4276;25
32400;SUBMISSION;;JAMS;SEASHELLS;6534;8
32400;SUBMISSION;;PICNIC_BASKET2;SEASHELLS;30244;7
32400;;;PICNIC_BASKET1;SEASHELLS;58686;7
32500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10002;5
32500;;;DJEMBES;SEASHELLS;13413;1
32500;;;RAINFOREST_RESIN;SEASHELLS;10002;5
32600;;SUBMISSION;CROISSANTS;SEASHELLS;4277;25
32600;;;CROISSANTS;SEASHELLS;4277;9
32700;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58688;3
32700;;;PICNIC_BASKET1;SEASHELLS;58688;1
32800;;SUBMISSION;CROISSANTS;SEASHELLS;4277;25
32900;;;KELP;SEASHELLS;2034;1
32900;;;SQUID_INK;SEASHELLS;1882;1
33000;;SUBMISSION;CROISSANTS;SEASHELLS;4276;25
33000;SUBMISSION;;SQUID_INK;SEASHELLS;1883;4
33100;;SUBMISSION;CROISSANTS;SEASHELLS;4276;25
33100;;;KELP;SEASHELLS;2034;1
33100;;;SQUID_INK;SEASHELLS;1882;1
33200;;;CROISSANTS;SEASHELLS;4276;9
33200;;;DJEMBES;SEASHELLS;13412;6
33300;SUBMISSION;;DJEMBES;SEASHELLS;13412;4
33300;SUBMISSION;;SQUID_INK;SEASHELLS;1884;1
33400;;SUBMISSION;CROISSANTS;SEASHELLS;4276;25
33400;;SUBMISSION;DJEMBES;SEASHELLS;13412;4
33400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;2
33500;;SUBMISSION;CROISSANTS;SEASHELLS;4276;25
33600;;SUBMISSION;CROISSANTS;SEASHELLS;4276;17
33600;;SUBMISSION;KELP;SEASHELLS;2036;1
33600;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58681;6
33600;;SUBMISSION;PICNIC_BASKET2;SEASHELLS;30243;7
33600;;SUBMISSION;SQUID_INK;SEASHELLS;1885;1
33800;;;JAMS;SEASHELLS;6534;10
34000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;5
34600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;5
34600;;;RAINFOREST_RESIN;SEASHELLS;10008;1
34600;;;RAINFOREST_RESIN;SEASHELLS;10007;1
34700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9994;6
34700;;SUBMISSION;SQUID_INK;SEASHELLS;1886;5
34700;;;CROISSANTS;SEASHELLS;4278;5
34800;;SUBMISSION;KELP;SEASHELLS;2036;3
34800;SUBMISSION;;KELP;SEASHELLS;2036;4
34800;SUBMISSION;;SQUID_INK;SEASHELLS;1888;5
34800;;;KELP;SEASHELLS;2036;0
34800;;;SQUID_INK;SEASHELLS;1888;3
34900;;SUBMISSION;SQUID_INK;SEASHELLS;1887;5
35000;;SUBMISSION;SQUID_INK;SEASHELLS;1888;5
35100;;SUBMISSION;SQUID_INK;SEASHELLS;1888;5
35100;;;JAMS;SEASHELLS;6534;8
35200;;;JAMS;SEASHELLS;6533;7
35200;;;KELP;SEASHELLS;2034;1
35200;;;SQUID_INK;SEASHELLS;1887;1
35400;;;CROISSANTS;SEASHELLS;4278;5
35500;SUBMISSION;;JAMS;SEASHELLS;6532;7
35600;SUBMISSION;;JAMS;SEASHELLS;6532;35
35800;;;JAMS;SEASHELLS;6531;3
35900;;;JAMS;SEASHELLS;6533;5
36000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;1
36000;;;JAMS;SEASHELLS;6531;3
36100;SUBMISSION;;JAMS;SEASHELLS;6532;35
36100;;;DJEMBES;SEASHELLS;13410;2
36200;SUBMISSION;;JAMS;SEASHELLS;6532;35
36700;SUBMISSION;;JAMS;SEASHELLS;6531;35
36900;SUBMISSION;;JAMS;SEASHELLS;6531;35
36900;;;KELP;SEASHELLS;2034;1
36900;;;SQUID_INK;SEASHELLS;1887;1
37000;;SUBMISSION;PICNIC_BASKET2;SEASHELLS;30258;9
37000;;;CROISSANTS;SEASHELLS;4278;7
37000;;;PICNIC_BASKET1;SEASHELLS;58645;9
37100;SUBMISSION;;JAMS;SEASHELLS;6531;35
37300;SUBMISSION;;JAMS;SEASHELLS;6531;34
37300;;SUBMISSION;PICNIC_BASKET2;SEASHELLS;30260;10
37300;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;4
37300;;;JAMS;SEASHELLS;6530;9
37300;;;PICNIC_BASKET1;SEASHELLS;58642;10
37400;SUBMISSION;;JAMS;SEASHELLS;6531;35
37400;;;CROISSANTS;SEASHELLS;4276;7
37600;SUBMISSION;;JAMS;SEASHELLS;6531;35
37700;;SUBMISSION;KELP;SEASHELLS;2036;1
37700;SUBMISSION;;KELP;SEASHELLS;2036;2
37700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;5
37700;SUBMISSION;;SQUID_INK;SEASHELLS;1887;5
37700;;;KELP;SEASHELLS;2036;0
37700;;;SQUID_INK;SEASHELLS;1887;1
37800;SUBMISSION;;JAMS;SEASHELLS;6530;34
37800;;;JAMS;SEASHELLS;6529;4
37800;;;KELP;SEASHELLS;2034;2
37900;SUBMISSION;;KELP;SEASHELLS;2034;2
37900;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;2
37900;;;KELP;SEASHELLS;2034;2
37900;;;SQUID_INK;SEASHELLS;1883;4
38300;SUBMISSION;;JAMS;SEASHELLS;6531;35
38300;;;KELP;SEASHELLS;2034;8
38400;SUBMISSION;;JAMS;SEASHELLS;6531;35
38400;SUBMISSION;;KELP;SEASHELLS;2034;5
38400;SUBMISSION;;KELP;SEASHELLS;2034;1
38700;SUBMISSION;;JAMS;SEASHELLS;6531;35
38800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;4
38900;SUBMISSION;;JAMS;SEASHELLS;6531;35
39000;SUBMISSION;;JAMS;SEASHELLS;6531;35
39100;;SUBMISSION;SQUID_INK;SEASHELLS;1888;5
39200;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;5
39300;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58634;2
39300;;SUBMISSION;PICNIC_BASKET2;SEASHELLS;30258;7
39300;;;PICNIC_BASKET1;SEASHELLS;58634;5
39400;SUBMISSION;;DJEMBES;SEASHELLS;13389;6
39400;SUBMISSION;;JAMS;SEASHELLS;6532;8
39500;SUBMISSION;;DJEMBES;SEASHELLS;13385;6
39500;;SUBMISSION;KELP;SEASHELLS;2036;1
39500;SUBMISSION;;KELP;SEASHELLS;2036;2
39500;;SUBMISSION;SQUID_INK;SEASHELLS;1890;1
39500;SUBMISSION;;SQUID_INK;SEASHELLS;1890;2
39500;;;DJEMBES;SEASHELLS;13384;3
39500;;;KELP;SEASHELLS;2036;0
39500;;;SQUID_INK;SEASHELLS;1890;0
39600;SUBMISSION;;DJEMBES;SEASHELLS;13386;6
39600;;;CROISSANTS;SEASHELLS;4277;6
39700;SUBMISSION;;DJEMBES;SEASHELLS;13386;6
39800;SUBMISSION;;DJEMBES;SEASHELLS;13385;6
39800;;SUBMISSION;SQUID_INK;SEASHELLS;1890;5
39900;SUBMISSION;;DJEMBES;SEASHELLS;13385;6
39900;SUBMISSION;;JAMS;SEASHELLS;6532;35
39900;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;4
39900;;;CROISSANTS;SEASHELLS;4276;6
40000;SUBMISSION;;DJEMBES;SEASHELLS;13384;6
40000;SUBMISSION;;JAMS;SEASHELLS;6532;35
40100;SUBMISSION;;DJEMBES;SEASHELLS;13383;6
40100;SUBMISSION;;JAMS;SEASHELLS;6532;1
40100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;5
40200;SUBMISSION;;DJEMBES;SEASHELLS;13384;6
40200;;SUBMISSION;SQUID_INK;SEASHELLS;1889;5
40300;SUBMISSION;;DJEMBES;SEASHELLS;13385;6
40300;SUBMISSION;;KELP;SEASHELLS;2034;2
40400;SUBMISSION;;DJEMBES;SEASHELLS;13388;6
40400;SUBMISSION;;JAMS;SEASHELLS;6532;34
40400;SUBMISSION;;KELP;SEASHELLS;2034;4
40400;;SUBMISSION;KELP;SEASHELLS;2034;5
40400;;SUBMISSION;SQUID_INK;SEASHELLS;1888;5
40400;;;JAMS;SEASHELLS;6531;7
40400;;;KELP;SEASHELLS;2034;4
40400;;;SQUID_INK;SEASHELLS;1888;8
40500;;;CROISSANTS;SEASHELLS;4277;5
40600;SUBMISSION;;JAMS;SEASHELLS;6532;35
40700;SUBMISSION;;DJEMBES;SEASHELLS;13389;6
40700;SUBMISSION;;JAMS;SEASHELLS;6532;5
41100;;;DJEMBES;SEASHELLS;13388;3
41200;;;JAMS;SEASHELLS;6531;10
41200;;;KELP;SEASHELLS;2034;1
41200;;;SQUID_INK;SEASHELLS;1887;1
41300;SUBMISSION;;DJEMBES;SEASHELLS;13388;6
41300;;;KELP;SEASHELLS;2034;4
41300;;;SQUID_INK;SEASHELLS;1888;4
41400;SUBMISSION;;DJEMBES;SEASHELLS;13388;6
41400;;;PICNIC_BASKET1;SEASHELLS;58638;2
41400;;;PICNIC_BASKET2;SEASHELLS;30283;6
41500;SUBMISSION;;DJEMBES;SEASHELLS;13390;6
41600;;;CROISSANTS;SEASHELLS;4278;8
41700;SUBMISSION;;DJEMBES;SEASHELLS;13390;6
41800;SUBMISSION;;DJEMBES;SEASHELLS;13390;6
41900;SUBMISSION;;DJEMBES;SEASHELLS;13390;6
41900;;;JAMS;SEASHELLS;6531;8
42000;SUBMISSION;;DJEMBES;SEASHELLS;13388;6
42000;;;JAMS;SEASHELLS;6531;5
42100;SUBMISSION;;DJEMBES;SEASHELLS;13386;6
42200;SUBMISSION;;CROISSANTS;SEASHELLS;4277;6
42300;;SUBMISSION;SQUID_INK;SEASHELLS;1897;3
42300;SUBMISSION;;SQUID_INK;SEASHELLS;1897;4
42300;;;SQUID_INK;SEASHELLS;1897;0
42400;;SUBMISSION;CROISSANTS;SEASHELLS;4277;6
42600;;;DJEMBES;SEASHELLS;13384;3
42800;;;KELP;SEASHELLS;2034;1
42800;;;SQUID_INK;SEASHELLS;1893;1
42900;;;DJEMBES;SEASHELLS;13382;5
43100;;SUBMISSION;KELP;SEASHELLS;2035;2
43200;;SUBMISSION;SQUID_INK;SEASHELLS;1891;5
43200;;;CROISSANTS;SEASHELLS;4275;8
43200;;;KELP;SEASHELLS;2035;1
43200;;;SQUID_INK;SEASHELLS;1892;1
43400;;SUBMISSION;SQUID_INK;SEASHELLS;1894;5
43400;;;CROISSANTS;SEASHELLS;4275;8
43400;;;DJEMBES;SEASHELLS;13383;3
43600;;SUBMISSION;KELP;SEASHELLS;2035;2
43600;;SUBMISSION;SQUID_INK;SEASHELLS;1895;1
43700;;SUBMISSION;KELP;SEASHELLS;2035;5
43700;;SUBMISSION;SQUID_INK;SEASHELLS;1893;5
43700;;;KELP;SEASHELLS;2035;5
43700;;;RAINFOREST_RESIN;SEASHELLS;10003;5
43700;;;SQUID_INK;SEASHELLS;1894;5
43800;;;JAMS;SEASHELLS;6534;10
44100;;;CROISSANTS;SEASHELLS;4274;7
44300;;;DJEMBES;SEASHELLS;13389;2
44800;;SUBMISSION;SQUID_INK;SEASHELLS;1899;5
44800;;;JAMS;SEASHELLS;6531;4
44800;;;PICNIC_BASKET1;SEASHELLS;58626;1
44800;;;PICNIC_BASKET1;SEASHELLS;58625;1
44800;;;PICNIC_BASKET2;SEASHELLS;30255;1
44800;;;PICNIC_BASKET2;SEASHELLS;30254;1
44900;;;KELP;SEASHELLS;2037;1
44900;;;SQUID_INK;SEASHELLS;1900;1
45000;;SUBMISSION;KELP;SEASHELLS;2035;5
45000;;;DJEMBES;SEASHELLS;13386;3
45000;;;KELP;SEASHELLS;2035;1
45000;;;SQUID_INK;SEASHELLS;1899;1
45200;;SUBMISSION;PICNIC_BASKET2;SEASHELLS;30258;7
45200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;5
45200;;;PICNIC_BASKET1;SEASHELLS;58624;7
45200;;;RAINFOREST_RESIN;SEASHELLS;9993;1
45400;;;RAINFOREST_RESIN;SEASHELLS;10001;1
45500;;;JAMS;SEASHELLS;6531;9
45600;;;KELP;SEASHELLS;2034;1
45600;;;SQUID_INK;SEASHELLS;1900;1
45900;;SUBMISSION;SQUID_INK;SEASHELLS;1900;5
46000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;4
46500;SUBMISSION;;CROISSANTS;SEASHELLS;4273;5
46500;;;KELP;SEASHELLS;2036;1
46500;;;SQUID_INK;SEASHELLS;1898;1
46600;;SUBMISSION;CROISSANTS;SEASHELLS;4274;5
46600;;SUBMISSION;SQUID_INK;SEASHELLS;1896;5
46800;;;CROISSANTS;SEASHELLS;4275;6
47000;;;SQUID_INK;SEASHELLS;1896;3
47100;;;JAMS;SEASHELLS;6528;3
47100;;;KELP;SEASHELLS;2034;1
47100;;;SQUID_INK;SEASHELLS;1894;1
47200;;;CROISSANTS;SEASHELLS;4273;7
47200;;;KELP;SEASHELLS;2034;8
47200;;;SQUID_INK;SEASHELLS;1894;8
47400;;SUBMISSION;SQUID_INK;SEASHELLS;1893;5
47400;;;KELP;SEASHELLS;2034;1
47400;;;SQUID_INK;SEASHELLS;1892;1
47500;;SUBMISSION;KELP;SEASHELLS;2036;1
47500;;SUBMISSION;SQUID_INK;SEASHELLS;1894;1
47600;;SUBMISSION;JAMS;SEASHELLS;6529;9
47700;SUBMISSION;;JAMS;SEASHELLS;6530;9
47700;;;CROISSANTS;SEASHELLS;4273;5
47800;;;CROISSANTS;SEASHELLS;4274;7
48000;;SUBMISSION;JAMS;SEASHELLS;6530;10
48100;SUBMISSION;;JAMS;SEASHELLS;6530;10
48200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;1
48200;;;JAMS;SEASHELLS;6529;4
48300;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58636;6
48300;;SUBMISSION;PICNIC_BASKET2;SEASHELLS;30280;8
48300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;1
48300;;;PICNIC_BASKET1;SEASHELLS;58636;2
48400;;;KELP;SEASHELLS;2034;1
48400;;;SQUID_INK;SEASHELLS;1897;1
48500;;SUBMISSION;KELP;SEASHELLS;2036;1
48600;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;2
49000;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;9999;2
49000;;;JAMS;SEASHELLS;6530;5
49000;;;KELP;SEASHELLS;2034;2
49000;;;SQUID_INK;SEASHELLS;1896;2
49100;;;KELP;SEASHELLS;2034;1
49100;;;SQUID_INK;SEASHELLS;1895;1
49200;;;CROISSANTS;SEASHELLS;4271;8
49300;;;KELP;SEASHELLS;2034;1
49300;;;SQUID_INK;SEASHELLS;1894;1
49400;;SUBMISSION;JAMS;SEASHELLS;6531;8
49400;;SUBMISSION;KELP;SEASHELLS;2036;1
49500;;SUBMISSION;KELP;SEASHELLS;2036;1
49500;;SUBMISSION;SQUID_INK;SEASHELLS;1894;1
49500;;;JAMS;SEASHELLS;6529;6
49600;SUBMISSION;;JAMS;SEASHELLS;6529;8
49600;;;CROISSANTS;SEASHELLS;4272;6
49900;;SUBMISSION;SQUID_INK;SEASHELLS;1891;5
50000;;SUBMISSION;JAMS;SEASHELLS;6528;6
50000;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;5
50200;SUBMISSION;;JAMS;SEASHELLS;6529;6
50200;SUBMISSION;;PICNIC_BASKET1;SEASHELLS;58624;5
50200;;;DJEMBES;SEASHELLS;13388;5
50200;;;PICNIC_BASKET2;SEASHELLS;30274;5
50400;;;KELP;SEASHELLS;2035;1
50400;;;SQUID_INK;SEASHELLS;1890;1
50500;;;CROISSANTS;SEASHELLS;4271;6
50500;;;KELP;SEASHELLS;2035;1
50500;;;SQUID_INK;SEASHELLS;1891;1
50600;;SUBMISSION;KELP;SEASHELLS;2037;1
50600;SUBMISSION;;KELP;SEASHELLS;2037;2
50600;;SUBMISSION;SQUID_INK;SEASHELLS;1895;1
50600;SUBMISSION;;SQUID_INK;SEASHELLS;1895;2
50600;;;KELP;SEASHELLS;2038;2
50600;;;KELP;SEASHELLS;2037;0
50600;;;SQUID_INK;SEASHELLS;1896;2
50600;;;SQUID_INK;SEASHELLS;1895;0
50800;;SUBMISSION;SQUID_INK;SEASHELLS;1894;5
50800;;;DJEMBES;SEASHELLS;13389;1
50900;;;KELP;SEASHELLS;2035;1
50900;;;SQUID_INK;SEASHELLS;1892;1
51100;;;KELP;SEASHELLS;2034;15
51100;;;SQUID_INK;SEASHELLS;1893;15
51200;;;KELP;SEASHELLS;2034;2
51200;;;SQUID_INK;SEASHELLS;1894;2
51500;;SUBMISSION;KELP;SEASHELLS;2036;5
51500;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;4
51500;;SUBMISSION;SQUID_INK;SEASHELLS;1895;5
51500;;;KELP;SEASHELLS;2036;3
51500;;;SQUID_INK;SEASHELLS;1896;3
51600;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;2
51600;;;SQUID_INK;SEASHELLS;1895;1
51700;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10006;8
51700;;SUBMISSION;SQUID_INK;SEASHELLS;1897;5
52000;SUBMISSION;;SQUID_INK;SEASHELLS;1900;1
52100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;5
52100;;;DJEMBES;SEASHELLS;13390;5
52100;;;RAINFOREST_RESIN;SEASHELLS;9993;2
52200;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;2
52200;;SUBMISSION;SQUID_INK;SEASHELLS;1898;5
52300;;SUBMISSION;KELP;SEASHELLS;2036;5
52300;;;DJEMBES;SEASHELLS;13390;5
52400;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;10002;5
52400;SUBMISSION;;SQUID_INK;SEASHELLS;1900;1
52400;;;RAINFOREST_RESIN;SEASHELLS;10002;3
52500;;SUBMISSION;DJEMBES;SEASHELLS;13389;4
52500;SUBMISSION;;PICNIC_BASKET1;SEASHELLS;58632;2
52500;;;PICNIC_BASKET1;SEASHELLS;58632;2
52500;;;PICNIC_BASKET2;SEASHELLS;30267;4
52700;SUBMISSION;;DJEMBES;SEASHELLS;13388;4
52700;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;4
52800;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;9997;5
53000;;SUBMISSION;KELP;SEASHELLS;2037;1
53000;SUBMISSION;;KELP;SEASHELLS;2037;1
53000;SUBMISSION;;SQUID_INK;SEASHELLS;1900;1
53000;;;DJEMBES;SEASHELLS;13387;2
53000;;;KELP;SEASHELLS;2037;0
53100;;;DJEMBES;SEASHELLS;13389;5
53400;;;CROISSANTS;SEASHELLS;4271;6
53600;;SUBMISSION;KELP;SEASHELLS;2037;1
53600;;SUBMISSION;SQUID_INK;SEASHELLS;1898;1
53600;;;KELP;SEASHELLS;2038;1
53600;;;SQUID_INK;SEASHELLS;1899;1
53700;;;JAMS;SEASHELLS;6528;10
53800;;;DJEMBES;SEASHELLS;13387;2
53900;;SUBMISSION;KELP;SEASHELLS;2037;1
53900;;;CROISSANTS;SEASHELLS;4271;7
53900;;;SQUID_INK;SEASHELLS;1897;1
54100;;;KELP;SEASHELLS;2035;1
54100;;;SQUID_INK;SEASHELLS;1894;1
54200;;;DJEMBES;SEASHELLS;13386;1
54300;;SUBMISSION;JAMS;SEASHELLS;6528;6
54500;SUBMISSION;;JAMS;SEASHELLS;6530;6
54500;;;KELP;SEASHELLS;2035;1
54500;;;SQUID_INK;SEASHELLS;1895;1
54600;SUBMISSION;;SQUID_INK;SEASHELLS;1896;1
54800;;;DJEMBES;SEASHELLS;13385;1
54800;;;KELP;SEASHELLS;2035;1
54800;;;SQUID_INK;SEASHELLS;1894;1
55000;;;JAMS;SEASHELLS;6531;8
55100;;;CROISSANTS;SEASHELLS;4273;7
55100;;;JAMS;SEASHELLS;6530;9
55200;;;CROISSANTS;SEASHELLS;4274;5
55300;;SUBMISSION;KELP;SEASHELLS;2036;5
55300;;SUBMISSION;SQUID_INK;SEASHELLS;1895;5
55400;;SUBMISSION;JAMS;SEASHELLS;6529;5
55400;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;2
55600;SUBMISSION;;JAMS;SEASHELLS;6530;5
55700;;SUBMISSION;KELP;SEASHELLS;2036;5
55900;;;KELP;SEASHELLS;2035;1
55900;;;SQUID_INK;SEASHELLS;1894;1
56000;;SUBMISSION;KELP;SEASHELLS;2037;1
56000;;;SQUID_INK;SEASHELLS;1898;1
56100;;SUBMISSION;KELP;SEASHELLS;2037;5
56100;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;4
56100;;SUBMISSION;SQUID_INK;SEASHELLS;1898;1
56100;;;CROISSANTS;SEASHELLS;4274;8
56100;;;KELP;SEASHELLS;2035;1
56100;;;KELP;SEASHELLS;2037;3
56100;;;SQUID_INK;SEASHELLS;1896;1
56100;;;SQUID_INK;SEASHELLS;1899;7
56300;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;5
56300;;;KELP;SEASHELLS;2035;8
56300;;;PICNIC_BASKET1;SEASHELLS;58656;10
56300;;;PICNIC_BASKET2;SEASHELLS;30276;10
56400;SUBMISSION;;SQUID_INK;SEASHELLS;1898;1
56500;;SUBMISSION;KELP;SEASHELLS;2037;1
56500;;SUBMISSION;SQUID_INK;SEASHELLS;1898;1
56800;;;KELP;SEASHELLS;2035;2
57000;;SUBMISSION;KELP;SEASHELLS;2037;1
57000;;SUBMISSION;SQUID_INK;SEASHELLS;1900;1
57100;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58665;6
57100;;SUBMISSION;PICNIC_BASKET2;SEASHELLS;30277;6
57100;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;9997;5
57100;;;RAINFOREST_RESIN;SEASHELLS;10001;1
57100;;;RAINFOREST_RESIN;SEASHELLS;9997;6
57500;;SUBMISSION;KELP;SEASHELLS;2036;5
57500;;SUBMISSION;SQUID_INK;SEASHELLS;1899;5
57500;;;SQUID_INK;SEASHELLS;1900;1
57600;;SUBMISSION;KELP;SEASHELLS;2037;1
57600;;;KELP;SEASHELLS;2035;1
57600;;;SQUID_INK;SEASHELLS;1900;1
57800;;SUBMISSION;KELP;SEASHELLS;2037;1
57800;SUBMISSION;;KELP;SEASHELLS;2037;2
57800;;;KELP;SEASHELLS;2037;0
57900;;SUBMISSION;RAINFOREST_RESIN;SEASHELLS;10007;1
57900;;;KELP;SEASHELLS;2035;1
57900;;;SQUID_INK;SEASHELLS;1900;1
58100;;;DJEMBES;SEASHELLS;13383;2
58300;SUBMISSION;;SQUID_INK;SEASHELLS;1905;4
58300;;;KELP;SEASHELLS;2034;1
58300;;;SQUID_INK;SEASHELLS;1903;1
58400;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58667;5
58400;;SUBMISSION;PICNIC_BASKET2;SEASHELLS;30275;5
58400;;SUBMISSION;SQUID_INK;SEASHELLS;1902;4
58400;;;KELP;SEASHELLS;2035;1
58400;;;KELP;SEASHELLS;2035;1
58400;;;SQUID_INK;SEASHELLS;1903;1
58400;;;SQUID_INK;SEASHELLS;1903;1
58600;SUBMISSION;;PICNIC_BASKET1;SEASHELLS;58666;6
58600;;;JAMS;SEASHELLS;6530;6
58600;;;PICNIC_BASKET1;SEASHELLS;58666;1
58600;;;PICNIC_BASKET2;SEASHELLS;30269;8
58700;SUBMISSION;;SQUID_INK;SEASHELLS;1905;5
58700;;;JAMS;SEASHELLS;6532;4
58800;;;JAMS;SEASHELLS;6532;8
58900;;SUBMISSION;KELP;SEASHELLS;2036;1
58900;SUBMISSION;;RAINFOREST_RESIN;SEASHELLS;9993;4
58900;;SUBMISSION;SQUID_INK;SEASHELLS;1905;1
58900;;;JAMS;SEASHELLS;6530;6
58900;;;KELP;SEASHELLS;2037;2
58900;;;SQUID_INK;SEASHELLS;1906;2
59000;;;DJEMBES;SEASHELLS;13384;1
59100;SUBMISSION;;SQUID_INK;SEASHELLS;1903;1
59100;;;PICNIC_BASKET1;SEASHELLS;58669;2
59100;;;PICNIC_BASKET2;SEASHELLS;30272;2
59200;;SUBMISSION;KELP;SEASHELLS;2036;3
59200;;SUBMISSION;PICNIC_BASKET1;SEASHELLS;58673;6
59200;;SUBMISSION;PICNIC_BASKET2;SEASHELLS;30277;6
